file	kept	input_total
surgery_clinical_trials_pubmed25n0530.xml	31	811
surgery_clinical_trials_pubmed25n0531.xml	28	961
surgery_clinical_trials_pubmed25n0532.xml	25	651
surgery_clinical_trials_pubmed25n0533.xml	24	778
surgery_clinical_trials_pubmed25n0534.xml	32	866
surgery_clinical_trials_pubmed25n0535.xml	22	920
surgery_clinical_trials_pubmed25n0536.xml	33	854
surgery_clinical_trials_pubmed25n0537.xml	26	813
surgery_clinical_trials_pubmed25n0538.xml	26	707
surgery_clinical_trials_pubmed25n0540.xml	31	695
surgery_clinical_trials_pubmed25n0541.xml	29	673
surgery_clinical_trials_pubmed25n0542.xml	11	577
surgery_clinical_trials_pubmed25n0543.xml	30	663
surgery_clinical_trials_pubmed25n0545.xml	22	750
surgery_clinical_trials_pubmed25n0546.xml	24	719
surgery_clinical_trials_pubmed25n0547.xml	21	695
surgery_clinical_trials_pubmed25n0548.xml	25	638
surgery_clinical_trials_pubmed25n0549.xml	25	691
surgery_clinical_trials_pubmed25n0550.xml	20	766
surgery_clinical_trials_pubmed25n0551.xml	19	640
surgery_clinical_trials_pubmed25n0552.xml	15	630
surgery_clinical_trials_pubmed25n0553.xml	14	588
surgery_clinical_trials_pubmed25n0554.xml	14	747
surgery_clinical_trials_pubmed25n0555.xml	13	596
surgery_clinical_trials_pubmed25n0557.xml	11	576
surgery_clinical_trials_pubmed25n0558.xml	11	650
surgery_clinical_trials_pubmed25n0559.xml	17	560
surgery_clinical_trials_pubmed25n0560.xml	16	593
surgery_clinical_trials_pubmed25n0561.xml	20	544
surgery_clinical_trials_pubmed25n0562.xml	14	673
surgery_clinical_trials_pubmed25n0563.xml	18	536
surgery_clinical_trials_pubmed25n0564.xml	14	566
surgery_clinical_trials_pubmed25n0565.xml	9	584
surgery_clinical_trials_pubmed25n0566.xml	21	709
surgery_clinical_trials_pubmed25n0567.xml	10	660
surgery_clinical_trials_pubmed25n0568.xml	22	689
surgery_clinical_trials_pubmed25n0569.xml	19	587
surgery_clinical_trials_pubmed25n0570.xml	14	603
surgery_clinical_trials_pubmed25n0571.xml	17	606
surgery_clinical_trials_pubmed25n0572.xml	16	513
surgery_clinical_trials_pubmed25n0573.xml	8	535
surgery_clinical_trials_pubmed25n0574.xml	23	663
surgery_clinical_trials_pubmed25n0575.xml	3	195
surgery_clinical_trials_pubmed25n0576.xml	3	201
surgery_clinical_trials_pubmed25n0577.xml	2	96
surgery_clinical_trials_pubmed25n0578.xml	1	142
surgery_clinical_trials_pubmed25n0579.xml	8	373
surgery_clinical_trials_pubmed25n0580.xml	14	684
surgery_clinical_trials_pubmed25n0581.xml	21	622
surgery_clinical_trials_pubmed25n0582.xml	19	637
surgery_clinical_trials_pubmed25n0583.xml	17	642
surgery_clinical_trials_pubmed25n0584.xml	15	419
surgery_clinical_trials_pubmed25n0585.xml	13	652
surgery_clinical_trials_pubmed25n0586.xml	26	724
surgery_clinical_trials_pubmed25n0587.xml	0	12
surgery_clinical_trials_pubmed25n0588.xml	2	164
surgery_clinical_trials_pubmed25n0589.xml	20	632
surgery_clinical_trials_pubmed25n0590.xml	21	619
surgery_clinical_trials_pubmed25n0591.xml	9	540
surgery_clinical_trials_pubmed25n0592.xml	22	627
surgery_clinical_trials_pubmed25n0593.xml	19	748
surgery_clinical_trials_pubmed25n0594.xml	9	605
surgery_clinical_trials_pubmed25n0595.xml	19	685
surgery_clinical_trials_pubmed25n0596.xml	19	631
surgery_clinical_trials_pubmed25n0597.xml	20	712
surgery_clinical_trials_pubmed25n0598.xml	13	594
surgery_clinical_trials_pubmed25n0599.xml	19	689
surgery_clinical_trials_pubmed25n0600.xml	15	663
surgery_clinical_trials_pubmed25n0601.xml	21	697
surgery_clinical_trials_pubmed25n0602.xml	17	623
surgery_clinical_trials_pubmed25n0603.xml	16	581
surgery_clinical_trials_pubmed25n0604.xml	14	672
surgery_clinical_trials_pubmed25n0605.xml	15	584
surgery_clinical_trials_pubmed25n0606.xml	15	540
surgery_clinical_trials_pubmed25n0607.xml	9	349
surgery_clinical_trials_pubmed25n0608.xml	15	593
surgery_clinical_trials_pubmed25n0609.xml	21	721
surgery_clinical_trials_pubmed25n0610.xml	5	434
surgery_clinical_trials_pubmed25n0611.xml	0	0
surgery_clinical_trials_pubmed25n0612.xml	5	102
surgery_clinical_trials_pubmed25n0613.xml	23	596
surgery_clinical_trials_pubmed25n0614.xml	9	415
surgery_clinical_trials_pubmed25n0615.xml	8	583
surgery_clinical_trials_pubmed25n0616.xml	9	614
surgery_clinical_trials_pubmed25n0617.xml	6	585
surgery_clinical_trials_pubmed25n0618.xml	18	787
surgery_clinical_trials_pubmed25n0619.xml	14	633
surgery_clinical_trials_pubmed25n0620.xml	19	671
surgery_clinical_trials_pubmed25n0621.xml	15	581
surgery_clinical_trials_pubmed25n0622.xml	13	757
surgery_clinical_trials_pubmed25n0623.xml	8	614
surgery_clinical_trials_pubmed25n0624.xml	19	665
surgery_clinical_trials_pubmed25n0625.xml	10	536
surgery_clinical_trials_pubmed25n0626.xml	17	640
surgery_clinical_trials_pubmed25n0627.xml	16	704
surgery_clinical_trials_pubmed25n0628.xml	14	601
surgery_clinical_trials_pubmed25n0629.xml	22	629
surgery_clinical_trials_pubmed25n0630.xml	19	602
surgery_clinical_trials_pubmed25n0631.xml	17	612
surgery_clinical_trials_pubmed25n0632.xml	12	651
surgery_clinical_trials_pubmed25n0633.xml	12	581
surgery_clinical_trials_pubmed25n0634.xml	19	638
surgery_clinical_trials_pubmed25n0635.xml	13	672
surgery_clinical_trials_pubmed25n0636.xml	23	739
surgery_clinical_trials_pubmed25n0637.xml	11	604
surgery_clinical_trials_pubmed25n0638.xml	19	594
surgery_clinical_trials_pubmed25n0639.xml	22	636
surgery_clinical_trials_pubmed25n0640.xml	7	633
surgery_clinical_trials_pubmed25n0641.xml	24	557
surgery_clinical_trials_pubmed25n0642.xml	18	559
surgery_clinical_trials_pubmed25n0643.xml	19	721
surgery_clinical_trials_pubmed25n0644.xml	21	682
surgery_clinical_trials_pubmed25n0645.xml	6	143
surgery_clinical_trials_pubmed25n0646.xml	22	589
surgery_clinical_trials_pubmed25n0647.xml	31	699
surgery_clinical_trials_pubmed25n0648.xml	16	572
surgery_clinical_trials_pubmed25n0649.xml	13	676
surgery_clinical_trials_pubmed25n0650.xml	18	631
surgery_clinical_trials_pubmed25n0651.xml	18	612
surgery_clinical_trials_pubmed25n0652.xml	18	575
surgery_clinical_trials_pubmed25n0653.xml	6	299
surgery_clinical_trials_pubmed25n0654.xml	0	0
surgery_clinical_trials_pubmed25n0655.xml	13	281
surgery_clinical_trials_pubmed25n0656.xml	11	292
surgery_clinical_trials_pubmed25n0657.xml	11	545
surgery_clinical_trials_pubmed25n0658.xml	14	623
surgery_clinical_trials_pubmed25n0659.xml	13	657
surgery_clinical_trials_pubmed25n0660.xml	16	560
surgery_clinical_trials_pubmed25n0661.xml	10	565
surgery_clinical_trials_pubmed25n0662.xml	8	619
surgery_clinical_trials_pubmed25n0663.xml	18	649
surgery_clinical_trials_pubmed25n0664.xml	19	615
surgery_clinical_trials_pubmed25n0665.xml	22	769
surgery_clinical_trials_pubmed25n0666.xml	15	693
surgery_clinical_trials_pubmed25n0667.xml	19	612
surgery_clinical_trials_pubmed25n0668.xml	12	594
surgery_clinical_trials_pubmed25n0669.xml	2	117
surgery_clinical_trials_pubmed25n0670.xml	0	0
surgery_clinical_trials_pubmed25n0671.xml	24	595
surgery_clinical_trials_pubmed25n0672.xml	22	729
surgery_clinical_trials_pubmed25n0673.xml	18	625
surgery_clinical_trials_pubmed25n0674.xml	19	513
surgery_clinical_trials_pubmed25n0675.xml	18	653
surgery_clinical_trials_pubmed25n0676.xml	1	30
surgery_clinical_trials_pubmed25n0677.xml	9	271
surgery_clinical_trials_pubmed25n0678.xml	22	630
surgery_clinical_trials_pubmed25n0679.xml	21	639
surgery_clinical_trials_pubmed25n0680.xml	21	602
surgery_clinical_trials_pubmed25n0681.xml	21	653
surgery_clinical_trials_pubmed25n0682.xml	20	598
surgery_clinical_trials_pubmed25n0683.xml	24	594
surgery_clinical_trials_pubmed25n0684.xml	19	671
surgery_clinical_trials_pubmed25n0685.xml	26	686
surgery_clinical_trials_pubmed25n0686.xml	23	686
surgery_clinical_trials_pubmed25n0687.xml	30	767
surgery_clinical_trials_pubmed25n0688.xml	22	556
surgery_clinical_trials_pubmed25n0689.xml	14	641
surgery_clinical_trials_pubmed25n0691.xml	20	796
surgery_clinical_trials_pubmed25n0692.xml	13	708
surgery_clinical_trials_pubmed25n0693.xml	20	610
surgery_clinical_trials_pubmed25n0694.xml	22	436
surgery_clinical_trials_pubmed25n0695.xml	32	606
surgery_clinical_trials_pubmed25n0696.xml	21	535
surgery_clinical_trials_pubmed25n0697.xml	19	691
surgery_clinical_trials_pubmed25n0698.xml	16	559
surgery_clinical_trials_pubmed25n0699.xml	14	619
surgery_clinical_trials_pubmed25n0700.xml	10	728
surgery_clinical_trials_pubmed25n0701.xml	21	595
surgery_clinical_trials_pubmed25n0702.xml	17	664
surgery_clinical_trials_pubmed25n0703.xml	28	766
surgery_clinical_trials_pubmed25n0704.xml	17	611
surgery_clinical_trials_pubmed25n0705.xml	23	617
surgery_clinical_trials_pubmed25n0706.xml	25	712
surgery_clinical_trials_pubmed25n0707.xml	24	771
surgery_clinical_trials_pubmed25n0708.xml	23	734
surgery_clinical_trials_pubmed25n0709.xml	22	509
surgery_clinical_trials_pubmed25n0710.xml	21	715
surgery_clinical_trials_pubmed25n0711.xml	24	679
surgery_clinical_trials_pubmed25n0712.xml	21	635
surgery_clinical_trials_pubmed25n0713.xml	32	737
surgery_clinical_trials_pubmed25n0714.xml	20	599
surgery_clinical_trials_pubmed25n0715.xml	20	688
surgery_clinical_trials_pubmed25n0716.xml	16	640
surgery_clinical_trials_pubmed25n0717.xml	12	676
surgery_clinical_trials_pubmed25n0718.xml	22	633
surgery_clinical_trials_pubmed25n0719.xml	25	687
surgery_clinical_trials_pubmed25n0720.xml	15	661
surgery_clinical_trials_pubmed25n0721.xml	19	647
surgery_clinical_trials_pubmed25n0722.xml	21	646
surgery_clinical_trials_pubmed25n0723.xml	26	697
surgery_clinical_trials_pubmed25n0724.xml	28	715
surgery_clinical_trials_pubmed25n0725.xml	19	595
surgery_clinical_trials_pubmed25n0726.xml	7	598
surgery_clinical_trials_pubmed25n0727.xml	21	597
surgery_clinical_trials_pubmed25n0728.xml	23	723
surgery_clinical_trials_pubmed25n0729.xml	15	586
surgery_clinical_trials_pubmed25n0730.xml	19	698
surgery_clinical_trials_pubmed25n0731.xml	15	584
surgery_clinical_trials_pubmed25n0732.xml	21	659
surgery_clinical_trials_pubmed25n0733.xml	16	709
surgery_clinical_trials_pubmed25n0734.xml	21	550
surgery_clinical_trials_pubmed25n0735.xml	20	679
surgery_clinical_trials_pubmed25n0736.xml	24	609
surgery_clinical_trials_pubmed25n0737.xml	10	634
surgery_clinical_trials_pubmed25n0738.xml	18	621
surgery_clinical_trials_pubmed25n0739.xml	30	681
surgery_clinical_trials_pubmed25n0740.xml	17	692
surgery_clinical_trials_pubmed25n0741.xml	22	573
surgery_clinical_trials_pubmed25n0742.xml	16	634
surgery_clinical_trials_pubmed25n0743.xml	26	571
surgery_clinical_trials_pubmed25n0744.xml	16	715
surgery_clinical_trials_pubmed25n0745.xml	28	592
surgery_clinical_trials_pubmed25n0746.xml	20	595
surgery_clinical_trials_pubmed25n0747.xml	27	711
surgery_clinical_trials_pubmed25n0748.xml	17	651
surgery_clinical_trials_pubmed25n0749.xml	19	735
surgery_clinical_trials_pubmed25n0750.xml	23	723
surgery_clinical_trials_pubmed25n0751.xml	21	682
surgery_clinical_trials_pubmed25n0752.xml	38	664
surgery_clinical_trials_pubmed25n0753.xml	31	706
surgery_clinical_trials_pubmed25n0754.xml	16	654
surgery_clinical_trials_pubmed25n0755.xml	23	654
surgery_clinical_trials_pubmed25n0756.xml	19	686
surgery_clinical_trials_pubmed25n0757.xml	22	662
surgery_clinical_trials_pubmed25n0758.xml	12	594
surgery_clinical_trials_pubmed25n0759.xml	16	670
surgery_clinical_trials_pubmed25n0760.xml	21	607
surgery_clinical_trials_pubmed25n0761.xml	9	585
surgery_clinical_trials_pubmed25n0762.xml	24	724
surgery_clinical_trials_pubmed25n0763.xml	14	608
surgery_clinical_trials_pubmed25n0764.xml	22	641
surgery_clinical_trials_pubmed25n0765.xml	20	612
surgery_clinical_trials_pubmed25n0766.xml	17	569
surgery_clinical_trials_pubmed25n0767.xml	8	540
surgery_clinical_trials_pubmed25n0768.xml	16	639
surgery_clinical_trials_pubmed25n0769.xml	12	579
surgery_clinical_trials_pubmed25n0770.xml	26	643
surgery_clinical_trials_pubmed25n0771.xml	20	571
surgery_clinical_trials_pubmed25n0772.xml	13	686
surgery_clinical_trials_pubmed25n0773.xml	16	598
surgery_clinical_trials_pubmed25n0774.xml	16	493
surgery_clinical_trials_pubmed25n0775.xml	20	495
surgery_clinical_trials_pubmed25n0776.xml	19	516
surgery_clinical_trials_pubmed25n0777.xml	10	569
surgery_clinical_trials_pubmed25n0778.xml	9	639
surgery_clinical_trials_pubmed25n0779.xml	18	573
surgery_clinical_trials_pubmed25n0780.xml	20	562
surgery_clinical_trials_pubmed25n0781.xml	14	478
surgery_clinical_trials_pubmed25n0782.xml	15	591
surgery_clinical_trials_pubmed25n0783.xml	15	624
surgery_clinical_trials_pubmed25n0784.xml	13	593
surgery_clinical_trials_pubmed25n0785.xml	4	372
surgery_clinical_trials_pubmed25n0786.xml	15	594
surgery_clinical_trials_pubmed25n0787.xml	23	631
surgery_clinical_trials_pubmed25n0788.xml	20	610
surgery_clinical_trials_pubmed25n0789.xml	24	590
surgery_clinical_trials_pubmed25n0791.xml	20	616
surgery_clinical_trials_pubmed25n0792.xml	15	535
surgery_clinical_trials_pubmed25n0793.xml	24	626
surgery_clinical_trials_pubmed25n0794.xml	17	587
surgery_clinical_trials_pubmed25n0795.xml	14	608
surgery_clinical_trials_pubmed25n0796.xml	25	596
surgery_clinical_trials_pubmed25n0797.xml	8	515
surgery_clinical_trials_pubmed25n0798.xml	19	619
surgery_clinical_trials_pubmed25n0799.xml	10	580
surgery_clinical_trials_pubmed25n0800.xml	18	595
surgery_clinical_trials_pubmed25n0801.xml	22	585
surgery_clinical_trials_pubmed25n0802.xml	21	614
surgery_clinical_trials_pubmed25n0803.xml	16	604
surgery_clinical_trials_pubmed25n0804.xml	12	579
surgery_clinical_trials_pubmed25n0805.xml	9	560
surgery_clinical_trials_pubmed25n0806.xml	18	561
surgery_clinical_trials_pubmed25n0807.xml	12	621
surgery_clinical_trials_pubmed25n0808.xml	14	585
surgery_clinical_trials_pubmed25n0809.xml	14	482
surgery_clinical_trials_pubmed25n0810.xml	20	512
surgery_clinical_trials_pubmed25n0811.xml	22	562
surgery_clinical_trials_pubmed25n0812.xml	12	538
surgery_clinical_trials_pubmed25n0813.xml	28	736
surgery_clinical_trials_pubmed25n0814.xml	19	505
surgery_clinical_trials_pubmed25n0815.xml	12	564
surgery_clinical_trials_pubmed25n0816.xml	18	602
surgery_clinical_trials_pubmed25n0817.xml	11	574
surgery_clinical_trials_pubmed25n0818.xml	14	559
surgery_clinical_trials_pubmed25n0819.xml	15	613
surgery_clinical_trials_pubmed25n0820.xml	10	582
surgery_clinical_trials_pubmed25n0821.xml	12	561
surgery_clinical_trials_pubmed25n0822.xml	10	553
surgery_clinical_trials_pubmed25n0823.xml	25	622
surgery_clinical_trials_pubmed25n0824.xml	18	580
surgery_clinical_trials_pubmed25n0825.xml	18	594
surgery_clinical_trials_pubmed25n0826.xml	12	535
surgery_clinical_trials_pubmed25n0827.xml	17	657
surgery_clinical_trials_pubmed25n0828.xml	14	645
surgery_clinical_trials_pubmed25n0829.xml	10	542
surgery_clinical_trials_pubmed25n0830.xml	9	592
surgery_clinical_trials_pubmed25n0831.xml	16	636
surgery_clinical_trials_pubmed25n0832.xml	11	509
surgery_clinical_trials_pubmed25n0833.xml	14	563
surgery_clinical_trials_pubmed25n0834.xml	18	572
surgery_clinical_trials_pubmed25n0835.xml	16	607
surgery_clinical_trials_pubmed25n0836.xml	20	540
surgery_clinical_trials_pubmed25n0837.xml	23	662
surgery_clinical_trials_pubmed25n0838.xml	18	610
surgery_clinical_trials_pubmed25n0839.xml	17	555
surgery_clinical_trials_pubmed25n0840.xml	11	577
surgery_clinical_trials_pubmed25n0841.xml	14	568
surgery_clinical_trials_pubmed25n0842.xml	5	563
surgery_clinical_trials_pubmed25n0843.xml	15	521
surgery_clinical_trials_pubmed25n0844.xml	23	548
surgery_clinical_trials_pubmed25n0845.xml	11	548
surgery_clinical_trials_pubmed25n0846.xml	20	585
surgery_clinical_trials_pubmed25n0847.xml	14	564
surgery_clinical_trials_pubmed25n0848.xml	15	515
surgery_clinical_trials_pubmed25n0849.xml	7	563
surgery_clinical_trials_pubmed25n0850.xml	12	456
surgery_clinical_trials_pubmed25n0851.xml	8	511
surgery_clinical_trials_pubmed25n0852.xml	18	616
surgery_clinical_trials_pubmed25n0853.xml	12	566
surgery_clinical_trials_pubmed25n0854.xml	19	555
surgery_clinical_trials_pubmed25n0855.xml	16	583
surgery_clinical_trials_pubmed25n0856.xml	18	500
surgery_clinical_trials_pubmed25n0857.xml	15	558
surgery_clinical_trials_pubmed25n0858.xml	15	601
surgery_clinical_trials_pubmed25n0859.xml	18	574
surgery_clinical_trials_pubmed25n0860.xml	13	542
surgery_clinical_trials_pubmed25n0861.xml	24	562
surgery_clinical_trials_pubmed25n0862.xml	11	574
surgery_clinical_trials_pubmed25n0863.xml	12	556
surgery_clinical_trials_pubmed25n0864.xml	14	543
surgery_clinical_trials_pubmed25n0865.xml	13	532
surgery_clinical_trials_pubmed25n0866.xml	12	530
surgery_clinical_trials_pubmed25n0867.xml	20	525
surgery_clinical_trials_pubmed25n0868.xml	17	483
surgery_clinical_trials_pubmed25n0869.xml	9	472
surgery_clinical_trials_pubmed25n0870.xml	15	545
surgery_clinical_trials_pubmed25n0871.xml	11	505
surgery_clinical_trials_pubmed25n0872.xml	20	555
surgery_clinical_trials_pubmed25n0873.xml	14	494
surgery_clinical_trials_pubmed25n0874.xml	16	437
surgery_clinical_trials_pubmed25n0875.xml	21	499
surgery_clinical_trials_pubmed25n0876.xml	20	519
surgery_clinical_trials_pubmed25n0877.xml	30	636
surgery_clinical_trials_pubmed25n0878.xml	13	541
surgery_clinical_trials_pubmed25n0879.xml	17	565
surgery_clinical_trials_pubmed25n0880.xml	16	539
surgery_clinical_trials_pubmed25n0881.xml	15	530
surgery_clinical_trials_pubmed25n0882.xml	14	527
surgery_clinical_trials_pubmed25n0883.xml	6	437
surgery_clinical_trials_pubmed25n0884.xml	13	522
surgery_clinical_trials_pubmed25n0886.xml	11	508
surgery_clinical_trials_pubmed25n0887.xml	13	627
surgery_clinical_trials_pubmed25n0888.xml	15	534
surgery_clinical_trials_pubmed25n0889.xml	12	528
surgery_clinical_trials_pubmed25n0890.xml	9	516
surgery_clinical_trials_pubmed25n0891.xml	14	648
surgery_clinical_trials_pubmed25n0892.xml	14	520
surgery_clinical_trials_pubmed25n0893.xml	13	525
surgery_clinical_trials_pubmed25n0894.xml	14	462
surgery_clinical_trials_pubmed25n0895.xml	13	520
surgery_clinical_trials_pubmed25n0896.xml	16	553
surgery_clinical_trials_pubmed25n0897.xml	7	597
surgery_clinical_trials_pubmed25n0898.xml	11	525
surgery_clinical_trials_pubmed25n0899.xml	11	425
surgery_clinical_trials_pubmed25n0900.xml	11	566
surgery_clinical_trials_pubmed25n0901.xml	10	475
surgery_clinical_trials_pubmed25n0902.xml	13	542
surgery_clinical_trials_pubmed25n0903.xml	12	581
surgery_clinical_trials_pubmed25n0904.xml	11	597
surgery_clinical_trials_pubmed25n0905.xml	14	558
surgery_clinical_trials_pubmed25n0906.xml	11	458
surgery_clinical_trials_pubmed25n0907.xml	16	535
surgery_clinical_trials_pubmed25n0908.xml	7	476
surgery_clinical_trials_pubmed25n0909.xml	11	576
surgery_clinical_trials_pubmed25n0910.xml	14	576
surgery_clinical_trials_pubmed25n0911.xml	9	533
surgery_clinical_trials_pubmed25n0912.xml	7	567
surgery_clinical_trials_pubmed25n0913.xml	21	574
surgery_clinical_trials_pubmed25n0914.xml	17	490
surgery_clinical_trials_pubmed25n0915.xml	11	477
surgery_clinical_trials_pubmed25n0916.xml	8	523
surgery_clinical_trials_pubmed25n0917.xml	8	539
surgery_clinical_trials_pubmed25n0918.xml	8	471
surgery_clinical_trials_pubmed25n0919.xml	15	428
surgery_clinical_trials_pubmed25n0920.xml	8	504
surgery_clinical_trials_pubmed25n0921.xml	12	612
surgery_clinical_trials_pubmed25n0922.xml	5	163
surgery_clinical_trials_pubmed25n0923.xml	16	561
surgery_clinical_trials_pubmed25n0924.xml	20	534
surgery_clinical_trials_pubmed25n0925.xml	8	502
surgery_clinical_trials_pubmed25n0926.xml	18	578
surgery_clinical_trials_pubmed25n0927.xml	11	521
surgery_clinical_trials_pubmed25n0928.xml	14	554
surgery_clinical_trials_pubmed25n0929.xml	13	520
surgery_clinical_trials_pubmed25n0930.xml	13	509
surgery_clinical_trials_pubmed25n0931.xml	19	567
surgery_clinical_trials_pubmed25n0932.xml	11	507
surgery_clinical_trials_pubmed25n0933.xml	14	518
surgery_clinical_trials_pubmed25n0934.xml	11	504
surgery_clinical_trials_pubmed25n0935.xml	15	553
surgery_clinical_trials_pubmed25n0936.xml	20	520
surgery_clinical_trials_pubmed25n0937.xml	11	525
surgery_clinical_trials_pubmed25n0938.xml	25	550
surgery_clinical_trials_pubmed25n0939.xml	10	543
surgery_clinical_trials_pubmed25n0940.xml	11	555
surgery_clinical_trials_pubmed25n0941.xml	12	482
surgery_clinical_trials_pubmed25n0942.xml	9	464
surgery_clinical_trials_pubmed25n0943.xml	15	510
surgery_clinical_trials_pubmed25n0944.xml	14	520
surgery_clinical_trials_pubmed25n0945.xml	13	492
surgery_clinical_trials_pubmed25n0946.xml	17	492
surgery_clinical_trials_pubmed25n0947.xml	20	573
surgery_clinical_trials_pubmed25n0948.xml	9	285
surgery_clinical_trials_pubmed25n0949.xml	7	232
surgery_clinical_trials_pubmed25n0950.xml	11	455
surgery_clinical_trials_pubmed25n0951.xml	12	492
surgery_clinical_trials_pubmed25n0952.xml	15	531
surgery_clinical_trials_pubmed25n0953.xml	13	487
surgery_clinical_trials_pubmed25n0954.xml	13	454
surgery_clinical_trials_pubmed25n0955.xml	11	488
surgery_clinical_trials_pubmed25n0956.xml	12	552
surgery_clinical_trials_pubmed25n0957.xml	20	543
surgery_clinical_trials_pubmed25n0958.xml	13	490
surgery_clinical_trials_pubmed25n0959.xml	7	410
surgery_clinical_trials_pubmed25n0960.xml	19	494
surgery_clinical_trials_pubmed25n0961.xml	18	540
surgery_clinical_trials_pubmed25n0962.xml	13	516
surgery_clinical_trials_pubmed25n0963.xml	13	529
surgery_clinical_trials_pubmed25n0964.xml	21	569
surgery_clinical_trials_pubmed25n0965.xml	16	506
surgery_clinical_trials_pubmed25n0966.xml	16	477
surgery_clinical_trials_pubmed25n0967.xml	8	453
surgery_clinical_trials_pubmed25n0968.xml	14	403
surgery_clinical_trials_pubmed25n0969.xml	18	523
surgery_clinical_trials_pubmed25n0970.xml	18	465
surgery_clinical_trials_pubmed25n0971.xml	9	468
surgery_clinical_trials_pubmed25n0972.xml	9	501
surgery_clinical_trials_pubmed25n0973.xml	8	526
surgery_clinical_trials_pubmed25n0974.xml	19	522
surgery_clinical_trials_pubmed25n0975.xml	13	549
surgery_clinical_trials_pubmed25n0976.xml	12	512
surgery_clinical_trials_pubmed25n0977.xml	13	518
surgery_clinical_trials_pubmed25n0978.xml	18	537
surgery_clinical_trials_pubmed25n0979.xml	9	407
surgery_clinical_trials_pubmed25n0980.xml	22	507
surgery_clinical_trials_pubmed25n0981.xml	13	504
surgery_clinical_trials_pubmed25n0982.xml	12	546
surgery_clinical_trials_pubmed25n0983.xml	17	556
surgery_clinical_trials_pubmed25n0984.xml	20	558
surgery_clinical_trials_pubmed25n0986.xml	12	441
surgery_clinical_trials_pubmed25n0987.xml	11	492
surgery_clinical_trials_pubmed25n0988.xml	16	508
surgery_clinical_trials_pubmed25n0989.xml	10	528
surgery_clinical_trials_pubmed25n0990.xml	14	500
surgery_clinical_trials_pubmed25n0991.xml	24	560
surgery_clinical_trials_pubmed25n0992.xml	17	536
surgery_clinical_trials_pubmed25n0993.xml	12	515
surgery_clinical_trials_pubmed25n0994.xml	19	474
surgery_clinical_trials_pubmed25n0995.xml	15	472
surgery_clinical_trials_pubmed25n0996.xml	13	572
surgery_clinical_trials_pubmed25n0997.xml	16	519
surgery_clinical_trials_pubmed25n0998.xml	9	552
surgery_clinical_trials_pubmed25n0999.xml	8	474
surgery_clinical_trials_pubmed25n1000.xml	16	514
surgery_clinical_trials_pubmed25n1001.xml	10	467
surgery_clinical_trials_pubmed25n1002.xml	14	485
surgery_clinical_trials_pubmed25n1003.xml	16	486
surgery_clinical_trials_pubmed25n1004.xml	18	489
surgery_clinical_trials_pubmed25n1005.xml	13	517
surgery_clinical_trials_pubmed25n1006.xml	14	536
surgery_clinical_trials_pubmed25n1007.xml	14	518
surgery_clinical_trials_pubmed25n1008.xml	12	532
surgery_clinical_trials_pubmed25n1009.xml	11	445
surgery_clinical_trials_pubmed25n1011.xml	17	559
surgery_clinical_trials_pubmed25n1012.xml	10	490
surgery_clinical_trials_pubmed25n1013.xml	10	489
surgery_clinical_trials_pubmed25n1014.xml	19	494
surgery_clinical_trials_pubmed25n1015.xml	8	482
surgery_clinical_trials_pubmed25n1016.xml	8	431
surgery_clinical_trials_pubmed25n1017.xml	12	470
surgery_clinical_trials_pubmed25n1018.xml	9	424
surgery_clinical_trials_pubmed25n1019.xml	5	482
surgery_clinical_trials_pubmed25n1020.xml	10	438
surgery_clinical_trials_pubmed25n1021.xml	7	443
surgery_clinical_trials_pubmed25n1022.xml	13	450
surgery_clinical_trials_pubmed25n1023.xml	13	443
surgery_clinical_trials_pubmed25n1024.xml	8	455
surgery_clinical_trials_pubmed25n1025.xml	10	509
surgery_clinical_trials_pubmed25n1026.xml	12	439
surgery_clinical_trials_pubmed25n1027.xml	12	356
surgery_clinical_trials_pubmed25n1028.xml	7	374
surgery_clinical_trials_pubmed25n1029.xml	13	409
surgery_clinical_trials_pubmed25n1030.xml	15	438
surgery_clinical_trials_pubmed25n1031.xml	13	451
surgery_clinical_trials_pubmed25n1032.xml	11	395
surgery_clinical_trials_pubmed25n1033.xml	5	416
surgery_clinical_trials_pubmed25n1034.xml	16	467
surgery_clinical_trials_pubmed25n1035.xml	11	423
surgery_clinical_trials_pubmed25n1036.xml	12	393
surgery_clinical_trials_pubmed25n1037.xml	8	456
surgery_clinical_trials_pubmed25n1038.xml	7	420
surgery_clinical_trials_pubmed25n1039.xml	12	384
surgery_clinical_trials_pubmed25n1040.xml	10	397
surgery_clinical_trials_pubmed25n1041.xml	17	476
surgery_clinical_trials_pubmed25n1042.xml	12	436
surgery_clinical_trials_pubmed25n1043.xml	21	463
surgery_clinical_trials_pubmed25n1044.xml	13	403
surgery_clinical_trials_pubmed25n1045.xml	6	382
surgery_clinical_trials_pubmed25n1046.xml	12	368
surgery_clinical_trials_pubmed25n1047.xml	8	444
surgery_clinical_trials_pubmed25n1048.xml	9	441
surgery_clinical_trials_pubmed25n1049.xml	4	400
surgery_clinical_trials_pubmed25n1050.xml	10	438
surgery_clinical_trials_pubmed25n1051.xml	10	379
surgery_clinical_trials_pubmed25n1052.xml	8	359
surgery_clinical_trials_pubmed25n1053.xml	11	478
surgery_clinical_trials_pubmed25n1054.xml	13	410
surgery_clinical_trials_pubmed25n1055.xml	8	371
