file	kept	input_total
surgery_clinical_trials_pubmed25n1056.xml	12	347
surgery_clinical_trials_pubmed25n1057.xml	13	399
surgery_clinical_trials_pubmed25n1058.xml	9	350
surgery_clinical_trials_pubmed25n1059.xml	13	414
surgery_clinical_trials_pubmed25n1060.xml	7	377
surgery_clinical_trials_pubmed25n1062.xml	5	330
surgery_clinical_trials_pubmed25n1063.xml	8	392
surgery_clinical_trials_pubmed25n1064.xml	10	329
surgery_clinical_trials_pubmed25n1065.xml	7	377
surgery_clinical_trials_pubmed25n1066.xml	10	343
surgery_clinical_trials_pubmed25n1067.xml	10	325
surgery_clinical_trials_pubmed25n1068.xml	6	352
surgery_clinical_trials_pubmed25n1069.xml	3	348
surgery_clinical_trials_pubmed25n1070.xml	11	395
surgery_clinical_trials_pubmed25n1071.xml	8	377
surgery_clinical_trials_pubmed25n1072.xml	10	434
surgery_clinical_trials_pubmed25n1074.xml	6	230
surgery_clinical_trials_pubmed25n1075.xml	3	313
surgery_clinical_trials_pubmed25n1076.xml	6	369
surgery_clinical_trials_pubmed25n1077.xml	8	352
surgery_clinical_trials_pubmed25n1078.xml	4	238
surgery_clinical_trials_pubmed25n1079.xml	12	396
surgery_clinical_trials_pubmed25n1080.xml	3	344
surgery_clinical_trials_pubmed25n1081.xml	10	397
surgery_clinical_trials_pubmed25n1082.xml	5	237
surgery_clinical_trials_pubmed25n1083.xml	7	319
surgery_clinical_trials_pubmed25n1084.xml	8	343
surgery_clinical_trials_pubmed25n1085.xml	9	374
surgery_clinical_trials_pubmed25n1086.xml	9	296
surgery_clinical_trials_pubmed25n1087.xml	5	290
surgery_clinical_trials_pubmed25n1088.xml	2	327
surgery_clinical_trials_pubmed25n1089.xml	7	341
surgery_clinical_trials_pubmed25n1090.xml	4	331
surgery_clinical_trials_pubmed25n1091.xml	6	220
surgery_clinical_trials_pubmed25n1092.xml	8	328
surgery_clinical_trials_pubmed25n1093.xml	7	318
surgery_clinical_trials_pubmed25n1094.xml	3	288
surgery_clinical_trials_pubmed25n1095.xml	6	350
surgery_clinical_trials_pubmed25n1096.xml	7	281
surgery_clinical_trials_pubmed25n1097.xml	8	300
surgery_clinical_trials_pubmed25n1098.xml	8	333
surgery_clinical_trials_pubmed25n1099.xml	6	224
surgery_clinical_trials_pubmed25n1100.xml	5	294
surgery_clinical_trials_pubmed25n1101.xml	5	279
surgery_clinical_trials_pubmed25n1102.xml	5	317
surgery_clinical_trials_pubmed25n1103.xml	8	245
surgery_clinical_trials_pubmed25n1104.xml	12	316
surgery_clinical_trials_pubmed25n1105.xml	3	271
surgery_clinical_trials_pubmed25n1106.xml	4	294
surgery_clinical_trials_pubmed25n1107.xml	7	255
surgery_clinical_trials_pubmed25n1108.xml	10	286
surgery_clinical_trials_pubmed25n1109.xml	4	279
surgery_clinical_trials_pubmed25n1111.xml	10	245
surgery_clinical_trials_pubmed25n1112.xml	4	257
surgery_clinical_trials_pubmed25n1113.xml	7	222
surgery_clinical_trials_pubmed25n1114.xml	3	254
surgery_clinical_trials_pubmed25n1115.xml	3	220
surgery_clinical_trials_pubmed25n1116.xml	8	270
surgery_clinical_trials_pubmed25n1117.xml	7	267
surgery_clinical_trials_pubmed25n1118.xml	6	227
surgery_clinical_trials_pubmed25n1119.xml	6	205
surgery_clinical_trials_pubmed25n1120.xml	7	319
surgery_clinical_trials_pubmed25n1121.xml	8	232
surgery_clinical_trials_pubmed25n1122.xml	5	222
surgery_clinical_trials_pubmed25n1123.xml	9	295
surgery_clinical_trials_pubmed25n1124.xml	2	192
surgery_clinical_trials_pubmed25n1125.xml	4	275
surgery_clinical_trials_pubmed25n1126.xml	8	236
surgery_clinical_trials_pubmed25n1127.xml	4	273
surgery_clinical_trials_pubmed25n1128.xml	3	216
surgery_clinical_trials_pubmed25n1129.xml	6	212
surgery_clinical_trials_pubmed25n1130.xml	7	232
surgery_clinical_trials_pubmed25n1131.xml	5	214
surgery_clinical_trials_pubmed25n1132.xml	3	177
surgery_clinical_trials_pubmed25n1133.xml	0	217
surgery_clinical_trials_pubmed25n1134.xml	6	202
surgery_clinical_trials_pubmed25n1135.xml	7	187
surgery_clinical_trials_pubmed25n1136.xml	5	210
surgery_clinical_trials_pubmed25n1137.xml	2	248
surgery_clinical_trials_pubmed25n1138.xml	4	202
surgery_clinical_trials_pubmed25n1139.xml	2	204
surgery_clinical_trials_pubmed25n1140.xml	6	254
surgery_clinical_trials_pubmed25n1141.xml	4	196
surgery_clinical_trials_pubmed25n1142.xml	5	263
surgery_clinical_trials_pubmed25n1143.xml	4	254
surgery_clinical_trials_pubmed25n1144.xml	7	202
surgery_clinical_trials_pubmed25n1145.xml	11	269
surgery_clinical_trials_pubmed25n1146.xml	5	179
surgery_clinical_trials_pubmed25n1147.xml	3	254
surgery_clinical_trials_pubmed25n1148.xml	8	228
surgery_clinical_trials_pubmed25n1149.xml	4	267
surgery_clinical_trials_pubmed25n1150.xml	1	209
surgery_clinical_trials_pubmed25n1151.xml	3	176
surgery_clinical_trials_pubmed25n1152.xml	3	248
surgery_clinical_trials_pubmed25n1153.xml	10	248
surgery_clinical_trials_pubmed25n1154.xml	6	226
surgery_clinical_trials_pubmed25n1155.xml	10	183
surgery_clinical_trials_pubmed25n1156.xml	8	223
surgery_clinical_trials_pubmed25n1157.xml	6	242
surgery_clinical_trials_pubmed25n1158.xml	5	178
surgery_clinical_trials_pubmed25n1159.xml	3	209
surgery_clinical_trials_pubmed25n1160.xml	3	204
surgery_clinical_trials_pubmed25n1162.xml	4	218
surgery_clinical_trials_pubmed25n1163.xml	0	203
surgery_clinical_trials_pubmed25n1164.xml	4	178
surgery_clinical_trials_pubmed25n1165.xml	2	277
surgery_clinical_trials_pubmed25n1166.xml	6	145
surgery_clinical_trials_pubmed25n1167.xml	8	289
surgery_clinical_trials_pubmed25n1168.xml	7	188
surgery_clinical_trials_pubmed25n1169.xml	5	234
surgery_clinical_trials_pubmed25n1170.xml	6	225
surgery_clinical_trials_pubmed25n1171.xml	4	273
surgery_clinical_trials_pubmed25n1172.xml	2	110
surgery_clinical_trials_pubmed25n1174.xml	7	335
surgery_clinical_trials_pubmed25n1175.xml	3	196
surgery_clinical_trials_pubmed25n1176.xml	5	304
surgery_clinical_trials_pubmed25n1177.xml	3	153
surgery_clinical_trials_pubmed25n1178.xml	8	248
surgery_clinical_trials_pubmed25n1179.xml	5	209
surgery_clinical_trials_pubmed25n1180.xml	8	260
surgery_clinical_trials_pubmed25n1181.xml	4	229
surgery_clinical_trials_pubmed25n1182.xml	3	221
surgery_clinical_trials_pubmed25n1183.xml	4	258
surgery_clinical_trials_pubmed25n1184.xml	2	234
surgery_clinical_trials_pubmed25n1185.xml	11	306
surgery_clinical_trials_pubmed25n1186.xml	6	193
surgery_clinical_trials_pubmed25n1187.xml	6	229
surgery_clinical_trials_pubmed25n1188.xml	3	251
surgery_clinical_trials_pubmed25n1189.xml	5	238
surgery_clinical_trials_pubmed25n1190.xml	4	246
surgery_clinical_trials_pubmed25n1191.xml	4	221
surgery_clinical_trials_pubmed25n1192.xml	5	247
surgery_clinical_trials_pubmed25n1193.xml	8	221
surgery_clinical_trials_pubmed25n1194.xml	9	319
surgery_clinical_trials_pubmed25n1195.xml	4	172
surgery_clinical_trials_pubmed25n1196.xml	4	246
surgery_clinical_trials_pubmed25n1197.xml	2	196
surgery_clinical_trials_pubmed25n1198.xml	8	289
surgery_clinical_trials_pubmed25n1199.xml	1	219
surgery_clinical_trials_pubmed25n1200.xml	6	207
surgery_clinical_trials_pubmed25n1201.xml	8	238
surgery_clinical_trials_pubmed25n1202.xml	6	239
surgery_clinical_trials_pubmed25n1203.xml	2	190
surgery_clinical_trials_pubmed25n1204.xml	6	263
surgery_clinical_trials_pubmed25n1205.xml	3	195
surgery_clinical_trials_pubmed25n1206.xml	6	276
surgery_clinical_trials_pubmed25n1207.xml	6	263
surgery_clinical_trials_pubmed25n1208.xml	5	204
surgery_clinical_trials_pubmed25n1209.xml	8	256
surgery_clinical_trials_pubmed25n1210.xml	5	234
surgery_clinical_trials_pubmed25n1211.xml	4	282
surgery_clinical_trials_pubmed25n1212.xml	10	249
surgery_clinical_trials_pubmed25n1213.xml	7	311
surgery_clinical_trials_pubmed25n1214.xml	8	233
surgery_clinical_trials_pubmed25n1215.xml	10	336
surgery_clinical_trials_pubmed25n1216.xml	8	188
surgery_clinical_trials_pubmed25n1217.xml	5	271
surgery_clinical_trials_pubmed25n1218.xml	5	245
surgery_clinical_trials_pubmed25n1219.xml	6	235
surgery_clinical_trials_pubmed25n1220.xml	3	268
surgery_clinical_trials_pubmed25n1221.xml	3	306
surgery_clinical_trials_pubmed25n1222.xml	9	223
surgery_clinical_trials_pubmed25n1223.xml	21	336
surgery_clinical_trials_pubmed25n1224.xml	6	243
surgery_clinical_trials_pubmed25n1225.xml	7	304
surgery_clinical_trials_pubmed25n1226.xml	11	337
surgery_clinical_trials_pubmed25n1227.xml	15	339
surgery_clinical_trials_pubmed25n1228.xml	12	332
surgery_clinical_trials_pubmed25n1229.xml	9	307
surgery_clinical_trials_pubmed25n1230.xml	10	384
surgery_clinical_trials_pubmed25n1231.xml	12	328
surgery_clinical_trials_pubmed25n1232.xml	18	448
surgery_clinical_trials_pubmed25n1233.xml	10	344
surgery_clinical_trials_pubmed25n1234.xml	18	405
surgery_clinical_trials_pubmed25n1235.xml	8	435
surgery_clinical_trials_pubmed25n1236.xml	13	390
surgery_clinical_trials_pubmed25n1237.xml	19	494
surgery_clinical_trials_pubmed25n1238.xml	19	457
surgery_clinical_trials_pubmed25n1239.xml	28	538
surgery_clinical_trials_pubmed25n1240.xml	27	484
surgery_clinical_trials_pubmed25n1241.xml	15	469
surgery_clinical_trials_pubmed25n1242.xml	21	515
surgery_clinical_trials_pubmed25n1243.xml	19	492
surgery_clinical_trials_pubmed25n1244.xml	21	478
surgery_clinical_trials_pubmed25n1245.xml	18	440
surgery_clinical_trials_pubmed25n1246.xml	24	410
surgery_clinical_trials_pubmed25n1247.xml	23	480
surgery_clinical_trials_pubmed25n1248.xml	13	441
surgery_clinical_trials_pubmed25n1249.xml	17	435
surgery_clinical_trials_pubmed25n1250.xml	17	339
surgery_clinical_trials_pubmed25n1251.xml	18	439
surgery_clinical_trials_pubmed25n1252.xml	23	421
surgery_clinical_trials_pubmed25n1253.xml	23	405
surgery_clinical_trials_pubmed25n1254.xml	26	422
surgery_clinical_trials_pubmed25n1255.xml	12	350
surgery_clinical_trials_pubmed25n1256.xml	12	413
surgery_clinical_trials_pubmed25n1257.xml	21	365
surgery_clinical_trials_pubmed25n1258.xml	19	365
surgery_clinical_trials_pubmed25n1259.xml	14	312
surgery_clinical_trials_pubmed25n1260.xml	24	391
surgery_clinical_trials_pubmed25n1261.xml	18	315
surgery_clinical_trials_pubmed25n1262.xml	15	307
surgery_clinical_trials_pubmed25n1263.xml	13	270
surgery_clinical_trials_pubmed25n1264.xml	14	329
surgery_clinical_trials_pubmed25n1265.xml	13	243
surgery_clinical_trials_pubmed25n1266.xml	16	306
surgery_clinical_trials_pubmed25n1267.xml	11	215
surgery_clinical_trials_pubmed25n1268.xml	7	229
surgery_clinical_trials_pubmed25n1269.xml	14	206
surgery_clinical_trials_pubmed25n1270.xml	9	152
surgery_clinical_trials_pubmed25n1271.xml	5	200
surgery_clinical_trials_pubmed25n1272.xml	8	198
surgery_clinical_trials_pubmed25n1273.xml	10	204
surgery_clinical_trials_pubmed25n1274.xml	5	70
surgery_clinical_trials_pubmed25n1275.xml	24	565
surgery_clinical_trials_pubmed25n1276.xml	1	42
surgery_clinical_trials_pubmed25n1277.xml	19	276
surgery_clinical_trials_pubmed25n1278.xml	1	124
surgery_clinical_trials_pubmed25n1279.xml	1	215
surgery_clinical_trials_pubmed25n1280.xml	19	279
surgery_clinical_trials_pubmed25n1281.xml	5	333
surgery_clinical_trials_pubmed25n1282.xml	11	393
surgery_clinical_trials_pubmed25n1283.xml	1	52
surgery_clinical_trials_pubmed25n1284.xml	11	199
surgery_clinical_trials_pubmed25n1285.xml	2	170
surgery_clinical_trials_pubmed25n1286.xml	4	52
surgery_clinical_trials_pubmed25n1287.xml	11	351
surgery_clinical_trials_pubmed25n1288.xml	4	310
surgery_clinical_trials_pubmed25n1289.xml	9	312
surgery_clinical_trials_pubmed25n1290.xml	8	273
surgery_clinical_trials_pubmed25n1291.xml	5	173
surgery_clinical_trials_pubmed25n1292.xml	4	120
surgery_clinical_trials_pubmed25n1293.xml	4	220
surgery_clinical_trials_pubmed25n1294.xml	12	283
surgery_clinical_trials_pubmed25n1295.xml	14	554
surgery_clinical_trials_pubmed25n1296.xml	2	28
surgery_clinical_trials_pubmed25n1297.xml	3	197
surgery_clinical_trials_pubmed25n1298.xml	5	231
surgery_clinical_trials_pubmed25n1299.xml	9	358
surgery_clinical_trials_pubmed25n1300.xml	11	248
surgery_clinical_trials_pubmed25n1301.xml	6	179
surgery_clinical_trials_pubmed25n1302.xml	12	292
surgery_clinical_trials_pubmed25n1303.xml	10	397
surgery_clinical_trials_pubmed25n1304.xml	6	314
surgery_clinical_trials_pubmed25n1305.xml	3	256
surgery_clinical_trials_pubmed25n1306.xml	1	241
surgery_clinical_trials_pubmed25n1307.xml	5	163
surgery_clinical_trials_pubmed25n1308.xml	5	80
surgery_clinical_trials_pubmed25n1309.xml	5	155
surgery_clinical_trials_pubmed25n1310.xml	11	247
surgery_clinical_trials_pubmed25n1311.xml	11	235
surgery_clinical_trials_pubmed25n1312.xml	14	272
surgery_clinical_trials_pubmed25n1313.xml	6	350
surgery_clinical_trials_pubmed25n1314.xml	1	35
surgery_clinical_trials_pubmed25n1315.xml	2	125
surgery_clinical_trials_pubmed25n1316.xml	4	114
surgery_clinical_trials_pubmed25n1317.xml	2	76
surgery_clinical_trials_pubmed25n1318.xml	8	148
surgery_clinical_trials_pubmed25n1319.xml	9	235
surgery_clinical_trials_pubmed25n1320.xml	11	243
surgery_clinical_trials_pubmed25n1321.xml	10	160
surgery_clinical_trials_pubmed25n1322.xml	5	219
surgery_clinical_trials_pubmed25n1323.xml	5	185
surgery_clinical_trials_pubmed25n1324.xml	1	148
surgery_clinical_trials_pubmed25n1325.xml	7	229
surgery_clinical_trials_pubmed25n1326.xml	4	202
surgery_clinical_trials_pubmed25n1327.xml	4	194
surgery_clinical_trials_pubmed25n1328.xml	6	186
surgery_clinical_trials_pubmed25n1329.xml	10	185
surgery_clinical_trials_pubmed25n1330.xml	14	199
surgery_clinical_trials_pubmed25n1331.xml	11	190
surgery_clinical_trials_pubmed25n1332.xml	10	269
surgery_clinical_trials_pubmed25n1333.xml	19	297
surgery_clinical_trials_pubmed25n1334.xml	24	280
surgery_clinical_trials_pubmed25n1335.xml	0	10
surgery_clinical_trials_pubmed25n1336.xml	10	228
surgery_clinical_trials_pubmed25n1337.xml	11	224
surgery_clinical_trials_pubmed25n1338.xml	2	64
surgery_clinical_trials_pubmed25n1339.xml	7	247
surgery_clinical_trials_pubmed25n1340.xml	2	212
surgery_clinical_trials_pubmed25n1341.xml	6	220
surgery_clinical_trials_pubmed25n1342.xml	9	271
surgery_clinical_trials_pubmed25n1343.xml	6	290
surgery_clinical_trials_pubmed25n1344.xml	4	207
surgery_clinical_trials_pubmed25n1345.xml	5	137
surgery_clinical_trials_pubmed25n1346.xml	4	124
surgery_clinical_trials_pubmed25n1347.xml	12	293
surgery_clinical_trials_pubmed25n1348.xml	9	257
surgery_clinical_trials_pubmed25n1349.xml	8	266
surgery_clinical_trials_pubmed25n1350.xml	9	236
surgery_clinical_trials_pubmed25n1351.xml	3	156
surgery_clinical_trials_pubmed25n1352.xml	0	78
surgery_clinical_trials_pubmed25n1353.xml	4	215
surgery_clinical_trials_pubmed25n1354.xml	18	283
surgery_clinical_trials_pubmed25n1355.xml	13	274
surgery_clinical_trials_pubmed25n1356.xml	13	295
surgery_clinical_trials_pubmed25n1357.xml	13	218
surgery_clinical_trials_pubmed25n1358.xml	14	206
surgery_clinical_trials_pubmed25n1359.xml	0	75
surgery_clinical_trials_pubmed25n1360.xml	7	191
surgery_clinical_trials_pubmed25n1361.xml	9	227
surgery_clinical_trials_pubmed25n1362.xml	15	318
surgery_clinical_trials_pubmed25n1363.xml	7	207
surgery_clinical_trials_pubmed25n1364.xml	17	300
surgery_clinical_trials_pubmed25n1365.xml	10	150
surgery_clinical_trials_pubmed25n1366.xml	4	129
surgery_clinical_trials_pubmed25n1367.xml	9	201
surgery_clinical_trials_pubmed25n1368.xml	8	170
surgery_clinical_trials_pubmed25n1369.xml	9	340
surgery_clinical_trials_pubmed25n1370.xml	4	296
surgery_clinical_trials_pubmed25n1371.xml	4	233
surgery_clinical_trials_pubmed25n1372.xml	10	135
surgery_clinical_trials_pubmed25n1373.xml	7	140
surgery_clinical_trials_pubmed25n1374.xml	5	129
surgery_clinical_trials_pubmed25n1375.xml	5	280
surgery_clinical_trials_pubmed25n1376.xml	17	325
surgery_clinical_trials_pubmed25n1377.xml	11	363
surgery_clinical_trials_pubmed25n1378.xml	9	312
surgery_clinical_trials_pubmed25n1379.xml	5	144
surgery_clinical_trials_pubmed25n1380.xml	2	63
surgery_clinical_trials_pubmed25n1381.xml	8	214
surgery_clinical_trials_pubmed25n1382.xml	12	405
surgery_clinical_trials_pubmed25n1383.xml	20	656
surgery_clinical_trials_pubmed25n1384.xml	28	874
surgery_clinical_trials_pubmed25n1385.xml	22	797
surgery_clinical_trials_pubmed25n1386.xml	17	563
surgery_clinical_trials_pubmed25n1387.xml	67	1159
surgery_clinical_trials_pubmed25n1388.xml	7	82
surgery_clinical_trials_pubmed25n1389.xml	23	1326
surgery_clinical_trials_pubmed25n1390.xml	4	19
surgery_clinical_trials_pubmed25n1391.xml	27	470
surgery_clinical_trials_pubmed25n1392.xml	22	588
surgery_clinical_trials_pubmed25n1393.xml	19	580
surgery_clinical_trials_pubmed25n1394.xml	17	481
surgery_clinical_trials_pubmed25n1395.xml	32	877
surgery_clinical_trials_pubmed25n1396.xml	6	118
surgery_clinical_trials_pubmed25n1397.xml	21	491
surgery_clinical_trials_pubmed25n1398.xml	35	643
surgery_clinical_trials_pubmed25n1399.xml	29	580
surgery_clinical_trials_pubmed25n1400.xml	35	605
surgery_clinical_trials_pubmed25n1401.xml	19	429
surgery_clinical_trials_pubmed25n1402.xml	15	343
surgery_clinical_trials_pubmed25n1403.xml	23	487
surgery_clinical_trials_pubmed25n1404.xml	17	570
surgery_clinical_trials_pubmed25n1405.xml	20	521
surgery_clinical_trials_pubmed25n1406.xml	22	591
surgery_clinical_trials_pubmed25n1407.xml	32	628
surgery_clinical_trials_pubmed25n1408.xml	1	221
surgery_clinical_trials_pubmed25n1409.xml	11	150
surgery_clinical_trials_pubmed25n1410.xml	10	296
surgery_clinical_trials_pubmed25n1411.xml	17	320
surgery_clinical_trials_pubmed25n1412.xml	16	274
surgery_clinical_trials_pubmed25n1413.xml	21	485
surgery_clinical_trials_pubmed25n1414.xml	11	451
surgery_clinical_trials_pubmed25n1415.xml	1	131
surgery_clinical_trials_pubmed25n1416.xml	4	114
surgery_clinical_trials_pubmed25n1417.xml	10	232
surgery_clinical_trials_pubmed25n1418.xml	15	465
surgery_clinical_trials_pubmed25n1419.xml	20	324
surgery_clinical_trials_pubmed25n1420.xml	34	450
surgery_clinical_trials_pubmed25n1421.xml	25	252
surgery_clinical_trials_pubmed25n1422.xml	15	292
surgery_clinical_trials_pubmed25n1423.xml	16	304
surgery_clinical_trials_pubmed25n1424.xml	19	330
surgery_clinical_trials_pubmed25n1425.xml	9	487
surgery_clinical_trials_pubmed25n1426.xml	3	133
surgery_clinical_trials_pubmed25n1427.xml	16	324
surgery_clinical_trials_pubmed25n1428.xml	13	315
surgery_clinical_trials_pubmed25n1429.xml	14	323
surgery_clinical_trials_pubmed25n1430.xml	16	370
surgery_clinical_trials_pubmed25n1431.xml	21	375
surgery_clinical_trials_pubmed25n1432.xml	18	355
surgery_clinical_trials_pubmed25n1433.xml	10	325
surgery_clinical_trials_pubmed25n1434.xml	4	388
surgery_clinical_trials_pubmed25n1435.xml	10	417
surgery_clinical_trials_pubmed25n1436.xml	11	452
surgery_clinical_trials_pubmed25n1437.xml	9	411
surgery_clinical_trials_pubmed25n1438.xml	5	413
surgery_clinical_trials_pubmed25n1439.xml	1	451
surgery_clinical_trials_pubmed25n1440.xml	3	396
surgery_clinical_trials_pubmed25n1441.xml	2	310
surgery_clinical_trials_pubmed25n1442.xml	4	228
surgery_clinical_trials_pubmed25n1443.xml	1	232
surgery_clinical_trials_pubmed25n1444.xml	16	450
surgery_clinical_trials_pubmed25n1445.xml	10	333
surgery_clinical_trials_pubmed25n1446.xml	8	116
surgery_clinical_trials_pubmed25n1447.xml	18	365
surgery_clinical_trials_pubmed25n1448.xml	13	543
surgery_clinical_trials_pubmed25n1449.xml	12	436
surgery_clinical_trials_pubmed25n1450.xml	21	584
surgery_clinical_trials_pubmed25n1451.xml	27	450
surgery_clinical_trials_pubmed25n1452.xml	12	222
surgery_clinical_trials_pubmed25n1453.xml	9	208
surgery_clinical_trials_pubmed25n1454.xml	11	345
surgery_clinical_trials_pubmed25n1455.xml	7	284
surgery_clinical_trials_pubmed25n1456.xml	11	310
surgery_clinical_trials_pubmed25n1457.xml	16	411
surgery_clinical_trials_pubmed25n1458.xml	6	397
surgery_clinical_trials_pubmed25n1459.xml	11	290
surgery_clinical_trials_pubmed25n1460.xml	13	183
surgery_clinical_trials_pubmed25n1461.xml	10	267
surgery_clinical_trials_pubmed25n1462.xml	13	434
surgery_clinical_trials_pubmed25n1463.xml	13	378
surgery_clinical_trials_pubmed25n1464.xml	9	231
surgery_clinical_trials_pubmed25n1465.xml	10	228
surgery_clinical_trials_pubmed25n1466.xml	5	128
surgery_clinical_trials_pubmed25n1467.xml	2	83
surgery_clinical_trials_pubmed25n1468.xml	11	589
surgery_clinical_trials_pubmed25n1469.xml	16	307
surgery_clinical_trials_pubmed25n1470.xml	9	259
surgery_clinical_trials_pubmed25n1471.xml	14	500
surgery_clinical_trials_pubmed25n1472.xml	0	0
surgery_clinical_trials_pubmed25n1473.xml	16	427
surgery_clinical_trials_pubmed25n1474.xml	8	376
surgery_clinical_trials_pubmed25n1475.xml	25	734
surgery_clinical_trials_pubmed25n1476.xml	16	373
surgery_clinical_trials_pubmed25n1477.xml	2	9
surgery_clinical_trials_pubmed25n1478.xml	5	158
surgery_clinical_trials_pubmed25n1479.xml	3	69
surgery_clinical_trials_pubmed25n1480.xml	13	319
surgery_clinical_trials_pubmed25n1481.xml	21	734
surgery_clinical_trials_pubmed25n1482.xml	12	555
surgery_clinical_trials_pubmed25n1483.xml	13	475
surgery_clinical_trials_pubmed25n1484.xml	13	353
surgery_clinical_trials_pubmed25n1485.xml	6	150
surgery_clinical_trials_pubmed25n1486.xml	7	106
surgery_clinical_trials_pubmed25n1487.xml	8	217
surgery_clinical_trials_pubmed25n1488.xml	10	472
surgery_clinical_trials_pubmed25n1489.xml	0	82
surgery_clinical_trials_pubmed25n1490.xml	28	479
surgery_clinical_trials_pubmed25n1491.xml	13	237
surgery_clinical_trials_pubmed25n1492.xml	28	439
surgery_clinical_trials_pubmed25n1493.xml	47	748
surgery_clinical_trials_pubmed25n1494.xml	0	17
surgery_clinical_trials_pubmed25n1495.xml	2	103
surgery_clinical_trials_pubmed25n1496.xml	10	180
surgery_clinical_trials_pubmed25n1497.xml	9	306
surgery_clinical_trials_pubmed25n1498.xml	12	298
surgery_clinical_trials_pubmed25n1499.xml	12	260
surgery_clinical_trials_pubmed25n1500.xml	18	571
surgery_clinical_trials_pubmed25n1501.xml	16	527
surgery_clinical_trials_pubmed25n1502.xml	7	185
surgery_clinical_trials_pubmed25n1503.xml	9	330
surgery_clinical_trials_pubmed25n1504.xml	10	281
surgery_clinical_trials_pubmed25n1505.xml	6	360
surgery_clinical_trials_pubmed25n1506.xml	22	314
TOTAL	19389	656118
